Sl,Station_Names,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period,Flood?,Rainfall log,Wind_Speed log,ALT log
146,Barisal,1961,3,34.4,22.8,51.0,79.0,0.9,2.9,8.131914894,536809.8,510151.9,22.7,90.36,4,1961.03,0.0,3.9512437185814275,0.6418538861723948,1.6094379124341003
147,Barisal,1961,4,37.2,24.8,44.0,79.0,0.8,2.9,8.219148936,536809.8,510151.9,22.7,90.36,4,1961.04,0.0,3.8066624897703196,0.5877866649021191,1.6094379124341003
148,Barisal,1961,5,36.6,25.5,303.0,81.0,1.2,3.6,7.046808511,536809.8,510151.9,22.7,90.36,4,1961.05,1.0,5.717027701406222,0.7884573603642702,1.6094379124341003
149,Barisal,1961,6,36.1,25.7,553.0,86.0,0.5,5.9,4.072340426,536809.8,510151.9,22.7,90.36,4,1961.06,1.0,6.317164686747284,0.4054651081081644,1.6094379124341003
150,Barisal,1961,7,34.4,26.2,244.0,83.0,0.5,5.6,3.738297872,536809.8,510151.9,22.7,90.36,4,1961.07,0.0,5.501258210544727,0.4054651081081644,1.6094379124341003
151,Barisal,1961,8,33.8,26.0,529.0,86.0,0.3,5.5,4.272340426,536809.8,510151.9,22.7,90.36,4,1961.08,1.0,6.272877006546167,0.262364264467491,1.6094379124341003
152,Barisal,1961,9,33.3,26.0,206.0,85.0,0.5,5.4,4.823404255,536809.8,510151.9,22.7,90.36,4,1961.09,0.0,5.332718793265369,0.4054651081081644,1.6094379124341003
153,Barisal,1961,10,33.3,24.6,108.0,82.0,0.3,3.2,7.0,536809.8,510151.9,22.7,90.36,4,1961.1,0.0,4.6913478822291435,0.262364264467491,1.6094379124341003
154,Barisal,1961,11,31.8,19.3,0.0,75.0,0.2,1.2,7.85106383,536809.8,510151.9,22.7,90.36,4,1961.11,0.0,0.0,0.18232155679395465,1.6094379124341003
155,Barisal,1961,12,26.6,12.6,0.0,82.0,0.2,0.2,7.725531915,536809.8,510151.9,22.7,90.36,4,1961.12,0.0,0.0,0.18232155679395465,1.6094379124341003
156,Barisal,1962,1,28.3,11.6,0.0,74.0,0.3,0.5,7.831914894,536809.8,510151.9,22.7,90.36,4,1962.01,0.0,0.0,0.262364264467491,1.6094379124341003
157,Barisal,1962,2,31.6,16.2,44.0,70.0,0.2,2.1,8.314893617,536809.8,510151.9,22.7,90.36,4,1962.02,0.0,3.8066624897703196,0.18232155679395465,1.6094379124341003
159,Barisal,1962,4,36.6,24.6,1.0,72.0,1.6,2.7,8.219148936,536809.8,510151.9,22.7,90.36,4,1962.04,0.0,0.6931471805599453,0.9555114450274363,1.6094379124341003
160,Barisal,1962,5,36.1,24.4,134.0,75.0,1.4,4.4,7.046808511,536809.8,510151.9,22.7,90.36,4,1962.05,0.0,4.90527477843843,0.8754687373538999,1.6094379124341003
161,Barisal,1962,6,34.8,25.7,325.0,84.0,1.4,6.5,4.072340426,536809.8,510151.9,22.7,90.36,4,1962.06,1.0,5.786897381366708,0.8754687373538999,1.6094379124341003
162,Barisal,1962,7,34.4,26.6,421.0,84.0,1.2,5.7,3.738297872,536809.8,510151.9,22.7,90.36,4,1962.07,1.0,6.045005314036012,0.7884573603642702,1.6094379124341003
163,Barisal,1962,8,35.6,26.2,229.0,87.0,0.9,5.8,4.272340426,536809.8,510151.9,22.7,90.36,4,1962.08,0.0,5.438079308923196,0.6418538861723948,1.6094379124341003
164,Barisal,1962,9,33.8,26.3,333.0,85.0,1.5,5.4,4.823404255,536809.8,510151.9,22.7,90.36,4,1962.09,1.0,5.811140992976701,0.9162907318741551,1.6094379124341003
165,Barisal,1962,10,32.7,24.3,154.0,82.0,0.6,3.7,7.0,536809.8,510151.9,22.7,90.36,4,1962.1,0.0,5.043425116919247,0.4700036292457356,1.6094379124341003
166,Barisal,1962,11,30.5,18.9,262.0,75.0,0.1,0.6,7.85106383,536809.8,510151.9,22.7,90.36,4,1962.11,0.0,5.572154032177765,0.09531017980432487,1.6094379124341003
167,Barisal,1962,12,27.7,14.5,0.0,71.0,0.2,0.8,7.725531915,536809.8,510151.9,22.7,90.36,4,1962.12,0.0,0.0,0.18232155679395465,1.6094379124341003
168,Barisal,1963,1,27.7,12.2,0.0,67.0,0.2,0.5,7.831914894,536809.8,510151.9,22.7,90.36,4,1963.01,0.0,0.0,0.18232155679395465,1.6094379124341003
169,Barisal,1963,2,32.7,17.3,0.0,65.0,0.2,0.9,8.314893617,536809.8,510151.9,22.7,90.36,4,1963.02,0.0,0.0,0.18232155679395465,1.6094379124341003
170,Barisal,1963,3,36.6,20.2,260.0,61.0,0.6,1.4,8.131914894,536809.8,510151.9,22.7,90.36,4,1963.03,0.0,5.564520407322694,0.4700036292457356,1.6094379124341003
171,Barisal,1963,4,35.5,23.3,54.0,72.0,0.9,3.5,8.219148936,536809.8,510151.9,22.7,90.36,4,1963.04,0.0,4.007333185232471,0.6418538861723948,1.6094379124341003
172,Barisal,1963,5,34.9,24.6,252.0,87.0,0.9,4.7,7.046808511,536809.8,510151.9,22.7,90.36,4,1963.05,0.0,5.53338948872752,0.6418538861723948,1.6094379124341003
173,Barisal,1963,6,34.9,26.2,232.0,88.0,1.1,5.7,4.072340426,536809.8,510151.9,22.7,90.36,4,1963.06,0.0,5.4510384535657,0.7419373447293773,1.6094379124341003
174,Barisal,1963,7,32.7,26.2,372.0,87.0,0.7,5.6,3.738297872,536809.8,510151.9,22.7,90.36,4,1963.07,1.0,5.921578419643816,0.5306282510621704,1.6094379124341003
175,Barisal,1963,8,36.1,26.0,234.0,87.0,0.7,5.5,4.272340426,536809.8,510151.9,22.7,90.36,4,1963.08,0.0,5.459585514144159,0.5306282510621704,1.6094379124341003
176,Barisal,1963,9,34.4,26.1,274.0,86.0,0.6,4.6,4.823404255,536809.8,510151.9,22.7,90.36,4,1963.09,0.0,5.616771097666572,0.4700036292457356,1.6094379124341003
177,Barisal,1963,10,33.4,24.6,385.0,86.0,0.5,3.4,7.0,536809.8,510151.9,22.7,90.36,4,1963.1,1.0,5.955837369464831,0.4054651081081644,1.6094379124341003
178,Barisal,1963,11,31.1,19.0,0.0,78.0,0.2,1.0,7.85106383,536809.8,510151.9,22.7,90.36,4,1963.11,0.0,0.0,0.18232155679395465,1.6094379124341003
179,Barisal,1963,12,29.4,15.3,0.0,77.0,0.1,0.6,7.725531915,536809.8,510151.9,22.7,90.36,4,1963.12,0.0,0.0,0.09531017980432487,1.6094379124341003
180,Barisal,1964,1,26.6,12.3,0.0,77.0,0.4,0.9,7.831914894,536809.8,510151.9,22.7,90.36,4,1964.01,0.0,0.0,0.33647223662121295,1.6094379124341003
181,Barisal,1964,2,30.6,15.2,2.0,75.0,0.8,1.9,8.314893617,536809.8,510151.9,22.7,90.36,4,1964.02,0.0,1.0986122886681098,0.5877866649021191,1.6094379124341003
182,Barisal,1964,3,33.3,20.2,3.0,73.0,1.2,2.2,8.131914894,536809.8,510151.9,22.7,90.36,4,1964.03,0.0,1.3862943611198906,0.7884573603642702,1.6094379124341003
183,Barisal,1964,4,34.0,23.9,52.0,78.0,2.1,4.2,8.219148936,536809.8,510151.9,22.7,90.36,4,1964.04,0.0,3.970291913552122,1.1314021114911006,1.6094379124341003
184,Barisal,1964,5,33.6,25.0,47.0,81.0,1.6,4.0,7.046808511,536809.8,510151.9,22.7,90.36,4,1964.05,0.0,3.871201010907891,0.9555114450274363,1.6094379124341003
185,Barisal,1964,6,32.9,25.7,225.0,87.0,2.8,6.3,4.072340426,536809.8,510151.9,22.7,90.36,4,1964.06,0.0,5.420534999272286,1.33500106673234,1.6094379124341003
186,Barisal,1964,7,31.2,25.6,318.0,88.0,1.9,7.2,3.738297872,536809.8,510151.9,22.7,90.36,4,1964.07,1.0,5.765191102784844,1.0647107369924282,1.6094379124341003
187,Barisal,1964,8,31.4,25.7,254.0,88.0,2.0,6.9,4.272340426,536809.8,510151.9,22.7,90.36,4,1964.08,0.0,5.541263545158426,1.0986122886681098,1.6094379124341003
188,Barisal,1964,9,32.5,25.5,148.0,87.0,1.0,6.5,4.823404255,536809.8,510151.9,22.7,90.36,4,1964.09,0.0,5.003946305945459,0.6931471805599453,1.6094379124341003
189,Barisal,1964,10,32.0,23.8,214.0,85.0,0.9,5.5,7.0,536809.8,510151.9,22.7,90.36,4,1964.1,0.0,5.3706380281276624,0.6418538861723948,1.6094379124341003
190,Barisal,1964,11,30.7,18.8,78.0,80.0,0.5,2.6,7.85106383,536809.8,510151.9,22.7,90.36,4,1964.11,0.0,4.3694478524670215,0.4054651081081644,1.6094379124341003
191,Barisal,1964,12,27.8,13.7,0.0,63.0,0.2,1.3,7.725531915,536809.8,510151.9,22.7,90.36,4,1964.12,0.0,0.0,0.18232155679395465,1.6094379124341003
192,Barisal,1965,1,26.6,12.3,0.0,80.0,0.1,1.5,7.831914894,536809.8,510151.9,22.7,90.36,4,1965.01,0.0,0.0,0.09531017980432487,1.6094379124341003
193,Barisal,1965,2,30.5,15.2,44.0,76.0,0.5,1.8,8.314893617,536809.8,510151.9,22.7,90.36,4,1965.02,0.0,3.8066624897703196,0.4054651081081644,1.6094379124341003
194,Barisal,1965,3,33.3,20.2,34.0,74.0,0.5,2.4,8.131914894,536809.8,510151.9,22.7,90.36,4,1965.03,0.0,3.5553480614894135,0.4054651081081644,1.6094379124341003
195,Barisal,1965,4,34.0,23.9,53.0,79.0,1.2,5.1,8.219148936,536809.8,510151.9,22.7,90.36,4,1965.04,0.0,3.9889840465642745,0.7884573603642702,1.6094379124341003
196,Barisal,1965,5,33.6,25.0,127.0,81.0,1.3,4.6,7.046808511,536809.8,510151.9,22.7,90.36,4,1965.05,0.0,4.852030263919617,0.832909122935104,1.6094379124341003
197,Barisal,1965,6,32.9,25.7,407.0,87.0,1.8,7.1,4.072340426,536809.8,510151.9,22.7,90.36,4,1965.06,1.0,6.0112671744041615,1.0296194171811581,1.6094379124341003
198,Barisal,1965,7,31.2,25.6,185.0,89.0,2.2,7.0,3.738297872,536809.8,510151.9,22.7,90.36,4,1965.07,0.0,5.225746673713202,1.1631508098056809,1.6094379124341003
199,Barisal,1965,8,31.4,25.7,346.0,89.0,1.3,7.0,4.272340426,536809.8,510151.9,22.7,90.36,4,1965.08,0.0,5.849324779946859,0.832909122935104,1.6094379124341003
200,Barisal,1965,9,32.5,25.5,179.0,88.0,1.0,6.4,4.823404255,536809.8,510151.9,22.7,90.36,4,1965.09,0.0,5.19295685089021,0.6931471805599453,1.6094379124341003
201,Barisal,1965,10,32.0,23.8,171.0,85.0,0.4,5.0,7.0,536809.8,510151.9,22.7,90.36,4,1965.1,0.0,5.147494476813453,0.33647223662121295,1.6094379124341003
202,Barisal,1965,11,30.7,18.8,1.0,80.0,0.2,1.9,7.85106383,536809.8,510151.9,22.7,90.36,4,1965.11,0.0,0.6931471805599453,0.18232155679395465,1.6094379124341003
203,Barisal,1965,12,27.8,13.7,16.0,81.0,0.6,3.3,7.725531915,536809.8,510151.9,22.7,90.36,4,1965.12,0.0,2.833213344056216,0.4700036292457356,1.6094379124341003
204,Barisal,1966,1,26.6,12.3,19.0,82.0,0.5,2.7,7.831914894,536809.8,510151.9,22.7,90.36,4,1966.01,0.0,2.995732273553991,0.4054651081081644,1.6094379124341003
205,Barisal,1966,2,30.5,15.2,0.0,77.0,0.4,0.5,8.314893617,536809.8,510151.9,22.7,90.36,4,1966.02,0.0,0.0,0.33647223662121295,1.6094379124341003
206,Barisal,1966,3,33.3,20.2,0.0,77.0,1.1,3.2,8.131914894,536809.8,510151.9,22.7,90.36,4,1966.03,0.0,0.0,0.7419373447293773,1.6094379124341003
207,Barisal,1966,4,34.0,23.9,1.0,80.0,2.0,4.5,8.219148936,536809.8,510151.9,22.7,90.36,4,1966.04,0.0,0.6931471805599453,1.0986122886681098,1.6094379124341003
208,Barisal,1966,5,33.6,25.0,175.0,79.0,1.6,3.9,7.046808511,536809.8,510151.9,22.7,90.36,4,1966.05,0.0,5.170483995038151,0.9555114450274363,1.6094379124341003
209,Barisal,1966,6,32.9,25.7,416.0,88.0,1.9,5.6,4.072340426,536809.8,510151.9,22.7,90.36,4,1966.06,1.0,6.0330862217988015,1.0647107369924282,1.6094379124341003
210,Barisal,1966,7,31.2,25.6,328.0,87.0,1.5,7.2,3.738297872,536809.8,510151.9,22.7,90.36,4,1966.07,0.0,5.796057750765372,0.9162907318741551,1.6094379124341003
211,Barisal,1966,8,31.4,25.7,434.0,90.0,1.2,7.8,4.272340426,536809.8,510151.9,22.7,90.36,4,1966.08,1.0,6.075346031088684,0.7884573603642702,1.6094379124341003
212,Barisal,1966,9,32.7,25.7,311.0,88.0,1.5,6.8,4.823404255,536809.8,510151.9,22.7,90.36,4,1966.09,0.0,5.7430031878094825,0.9162907318741551,1.6094379124341003
213,Barisal,1966,10,32.0,23.8,317.0,87.0,0.5,3.6,7.0,536809.8,510151.9,22.7,90.36,4,1966.1,0.0,5.762051382780177,0.4054651081081644,1.6094379124341003
214,Barisal,1966,11,30.7,18.8,26.0,82.0,0.2,2.9,7.85106383,536809.8,510151.9,22.7,90.36,4,1966.11,0.0,3.295836866004329,0.18232155679395465,1.6094379124341003
215,Barisal,1966,12,27.8,13.7,53.0,82.0,0.3,2.1,7.725531915,536809.8,510151.9,22.7,90.36,4,1966.12,0.0,3.9889840465642745,0.262364264467491,1.6094379124341003
216,Barisal,1967,1,26.6,12.3,42.0,78.0,0.4,2.7,8.1,536809.8,510151.9,22.7,90.36,4,1967.01,0.0,3.7612001156935624,0.33647223662121295,1.6094379124341003
217,Barisal,1967,2,33.8,15.6,0.0,75.0,0.7,0.7,8.1,536809.8,510151.9,22.7,90.36,4,1967.02,0.0,0.0,0.5306282510621704,1.6094379124341003
218,Barisal,1967,3,33.4,19.0,92.0,76.0,1.2,3.3,7.5,536809.8,510151.9,22.7,90.36,4,1967.03,0.0,4.532599493153256,0.7884573603642702,1.6094379124341003
219,Barisal,1967,4,36.9,23.0,105.0,74.0,1.6,2.9,7.8,536809.8,510151.9,22.7,90.36,4,1967.04,0.0,4.663439094112067,0.9555114450274363,1.6094379124341003
220,Barisal,1967,5,35.8,25.3,71.0,80.0,2.0,4.3,7.3,536809.8,510151.9,22.7,90.36,4,1967.05,0.0,4.276666119016055,1.0986122886681098,1.6094379124341003
221,Barisal,1967,6,34.7,25.5,159.0,88.0,1.9,5.7,5.2,536809.8,510151.9,22.7,90.36,4,1967.06,0.0,5.075173815233827,1.0647107369924282,1.6094379124341003
222,Barisal,1967,7,32.9,24.3,292.0,91.0,1.5,6.6,4.1,536809.8,510151.9,22.7,90.36,4,1967.07,0.0,5.680172609017068,0.9162907318741551,1.6094379124341003
223,Barisal,1967,8,32.8,25.6,228.0,90.0,1.8,6.5,4.1,536809.8,510151.9,22.7,90.36,4,1967.08,0.0,5.43372200355424,1.0296194171811581,1.6094379124341003
224,Barisal,1967,9,33.5,25.2,547.0,90.0,1.5,6.0,3.6,536809.8,510151.9,22.7,90.36,4,1967.09,1.0,6.306275286948016,0.9162907318741551,1.6094379124341003
225,Barisal,1967,10,32.8,22.7,342.0,83.0,0.6,2.7,7.2,536809.8,510151.9,22.7,90.36,4,1967.1,0.0,5.8377304471659395,0.4700036292457356,1.6094379124341003
226,Barisal,1967,11,29.4,15.3,0.0,77.0,0.3,1.0,8.7,536809.8,510151.9,22.7,90.36,4,1967.11,0.0,0.0,0.262364264467491,1.6094379124341003
227,Barisal,1967,12,28.1,13.1,0.0,75.0,0.4,1.6,8.1,536809.8,510151.9,22.7,90.36,4,1967.12,0.0,0.0,0.33647223662121295,1.6094379124341003
228,Barisal,1968,1,28.9,12.2,0.0,75.0,0.6,0.9,8.0,536809.8,510151.9,22.7,90.36,4,1968.01,0.0,0.0,0.4700036292457356,1.6094379124341003
229,Barisal,1968,2,31.1,15.0,14.0,73.0,0.7,1.9,8.1,536809.8,510151.9,22.7,90.36,4,1968.02,0.0,2.70805020110221,0.5306282510621704,1.6094379124341003
230,Barisal,1968,3,36.7,19.3,86.0,69.0,1.1,2.8,7.2,536809.8,510151.9,22.7,90.36,4,1968.03,0.0,4.465908118654584,0.7419373447293773,1.6094379124341003
231,Barisal,1968,4,35.9,23.4,64.0,77.0,1.8,4.1,7.8,536809.8,510151.9,22.7,90.36,4,1968.04,0.0,4.174387269895637,1.0296194171811581,1.6094379124341003
232,Barisal,1968,5,37.6,24.9,246.0,79.0,2.3,5.9,7.7,536809.8,510151.9,22.7,90.36,4,1968.05,0.0,5.5093883366279774,1.1939224684724346,1.6094379124341003
234,Barisal,1968,7,35.2,25.5,422.0,89.0,1.8,7.0,3.6,536809.8,510151.9,22.7,90.36,4,1968.07,1.0,6.0473721790462776,1.0296194171811581,1.6094379124341003
235,Barisal,1968,8,36.1,25.5,331.0,89.0,1.1,6.8,2.8,536809.8,510151.9,22.7,90.36,4,1968.08,1.0,5.805134968916488,0.7419373447293773,1.6094379124341003
236,Barisal,1968,9,37.7,25.8,159.0,86.0,1.0,6.1,5.3,536809.8,510151.9,22.7,90.36,4,1968.09,0.0,5.075173815233827,0.6931471805599453,1.6094379124341003
237,Barisal,1968,10,35.0,23.1,231.0,86.0,0.6,4.9,7.2,536809.8,510151.9,22.7,90.36,4,1968.1,0.0,5.44673737166631,0.4700036292457356,1.6094379124341003
238,Barisal,1968,11,30.8,18.1,12.0,80.0,0.3,3.2,7.9,536809.8,510151.9,22.7,90.36,4,1968.11,0.0,2.5649493574615367,0.262364264467491,1.6094379124341003
239,Barisal,1968,12,29.7,12.2,0.0,78.0,0.6,1.3,6.2,536809.8,510151.9,22.7,90.36,4,1968.12,0.0,0.0,0.4700036292457356,1.6094379124341003
240,Barisal,1969,1,27.9,10.6,0.0,74.0,0.6,1.0,8.3,536809.8,510151.9,22.7,90.36,4,1969.01,0.0,0.0,0.4700036292457356,1.6094379124341003
241,Barisal,1969,2,34.2,14.9,0.0,69.0,0.7,1.4,8.5,536809.8,510151.9,22.7,90.36,4,1969.02,0.0,0.0,0.5306282510621704,1.6094379124341003
242,Barisal,1969,3,35.0,20.9,107.0,77.0,1.2,3.6,7.8,536809.8,510151.9,22.7,90.36,4,1969.03,0.0,4.68213122712422,0.7884573603642702,1.6094379124341003
243,Barisal,1969,4,36.4,23.5,82.0,77.0,1.8,3.9,7.6,536809.8,510151.9,22.7,90.36,4,1969.04,0.0,4.418840607796598,1.0296194171811581,1.6094379124341003
244,Barisal,1969,5,35.8,25.1,55.0,77.0,0.9,4.7,7.8,536809.8,510151.9,22.7,90.36,4,1969.05,0.0,4.02535169073515,0.6418538861723948,1.6094379124341003
245,Barisal,1969,6,33.1,26.3,347.0,89.0,1.3,7.1,2.9,536809.8,510151.9,22.7,90.36,4,1969.06,0.0,5.8522024797744745,0.832909122935104,1.6094379124341003
246,Barisal,1969,7,31.9,25.5,487.0,91.0,1.5,6.9,4.0,536809.8,510151.9,22.7,90.36,4,1969.07,1.0,6.1903154058531475,0.9162907318741551,1.6094379124341003
247,Barisal,1969,8,33.2,25.4,546.0,91.0,1.2,7.0,2.8,536809.8,510151.9,22.7,90.36,4,1969.08,1.0,6.304448802421981,0.7884573603642702,1.6094379124341003
248,Barisal,1969,9,34.3,26.0,366.0,87.0,1.3,5.6,5.9,536809.8,510151.9,22.7,90.36,4,1969.09,1.0,5.905361848054571,0.832909122935104,1.6094379124341003
249,Barisal,1969,10,33.8,23.7,45.0,84.0,0.4,3.7,8.7,536809.8,510151.9,22.7,90.36,4,1969.1,0.0,3.828641396489095,0.33647223662121295,1.6094379124341003
250,Barisal,1969,11,32.8,18.2,22.0,80.0,0.3,1.9,9.0,536809.8,510151.9,22.7,90.36,4,1969.11,0.0,3.1354942159291497,0.262364264467491,1.6094379124341003
251,Barisal,1969,12,28.1,12.9,0.0,78.0,0.5,1.6,9.2,536809.8,510151.9,22.7,90.36,4,1969.12,0.0,0.0,0.4054651081081644,1.6094379124341003
252,Barisal,1970,1,26.7,11.6,0.0,78.0,0.5,2.1,8.7,536809.8,510151.9,22.7,90.36,4,1970.01,0.0,0.0,0.4054651081081644,1.6094379124341003
253,Barisal,1970,2,31.6,15.3,24.0,74.0,0.6,2.1,8.9,536809.8,510151.9,22.7,90.36,4,1970.02,0.0,3.2188758248682006,0.4700036292457356,1.6094379124341003
254,Barisal,1970,3,35.4,21.1,5.0,74.0,1.7,3.1,8.4,536809.8,510151.9,22.7,90.36,4,1970.03,0.0,1.791759469228055,0.9932517730102833,1.6094379124341003
255,Barisal,1970,4,35.0,24.3,91.0,80.0,2.0,3.6,8.6,536809.8,510151.9,22.7,90.36,4,1970.04,0.0,4.5217885770490405,1.0986122886681098,1.6094379124341003
256,Barisal,1970,5,35.6,26.2,124.0,80.0,2.3,5.2,8.0,536809.8,510151.9,22.7,90.36,4,1970.05,0.0,4.8283137373023015,1.1939224684724346,1.6094379124341003
257,Barisal,1970,6,33.7,25.6,408.0,89.0,2.3,6.7,3.9,536809.8,510151.9,22.7,90.36,4,1970.06,1.0,6.013715156042802,1.1939224684724346,1.6094379124341003
258,Barisal,1970,7,34.4,25.7,530.0,90.0,1.8,6.7,3.4,536809.8,510151.9,22.7,90.36,4,1970.07,1.0,6.274762021241939,1.0296194171811581,1.6094379124341003
259,Barisal,1970,8,33.3,25.9,317.0,88.0,1.3,6.3,5.2,536809.8,510151.9,22.7,90.36,4,1970.08,0.0,5.762051382780177,0.832909122935104,1.6094379124341003
260,Barisal,1970,9,32.8,25.7,571.0,89.0,1.2,5.7,5.1,536809.8,510151.9,22.7,90.36,4,1970.09,1.0,6.349138991379798,0.7884573603642702,1.6094379124341003
261,Barisal,1970,10,33.1,24.0,253.0,87.0,1.5,4.2,7.4,536809.8,510151.9,22.7,90.36,4,1970.1,0.0,5.537334267018537,0.9162907318741551,1.6094379124341003
262,Barisal,1970,11,31.2,18.5,90.0,80.0,0.8,2.6,8.5,536809.8,510151.9,22.7,90.36,4,1970.11,0.0,4.51085950651685,0.5877866649021191,1.6094379124341003
263,Barisal,1970,12,27.2,12.2,0.0,76.0,0.5,0.2,9.8,536809.8,510151.9,22.7,90.36,4,1970.12,0.0,0.0,0.4054651081081644,1.6094379124341003
264,Barisal,1971,1,27.9,13.2,7.0,77.0,0.4,1.9,8.6,536809.8,510151.9,22.7,90.36,4,1971.01,0.0,2.0794415416798357,0.33647223662121295,1.6094379124341003
265,Barisal,1971,2,31.4,14.7,1.0,75.0,0.6,1.7,8.4,536809.8,510151.9,22.7,90.36,4,1971.02,0.0,0.6931471805599453,0.4700036292457356,1.6094379124341003
266,Barisal,1971,3,34.7,18.7,6.0,73.0,0.9,1.2,8.8,536809.8,510151.9,22.7,90.36,4,1971.03,0.0,1.9459101490553132,0.6418538861723948,1.6094379124341003
267,Barisal,1971,4,34.1,23.6,138.0,78.0,1.4,4.6,8.3,536809.8,510151.9,22.7,90.36,4,1971.04,0.0,4.9344739331306915,0.8754687373538999,1.6094379124341003
268,Barisal,1971,5,35.2,24.0,286.0,81.0,1.5,5.0,7.1,536809.8,510151.9,22.7,90.36,4,1971.05,0.0,5.659482215759621,0.9162907318741551,1.6094379124341003
269,Barisal,1971,6,32.8,25.4,503.0,87.0,3.1,6.9,4.1,536809.8,510151.9,22.7,90.36,4,1971.06,1.0,6.222576268071369,1.410986973710262,1.6094379124341003
270,Barisal,1971,7,32.8,25.7,250.0,88.0,3.1,7.1,3.7,536809.8,510151.9,22.7,90.36,4,1971.07,0.0,5.5254529391317835,1.410986973710262,1.6094379124341003
271,Barisal,1971,8,31.4,25.2,351.0,88.0,1.7,6.8,4.3,536809.8,510151.9,22.7,90.36,4,1971.08,1.0,5.863631175598097,0.9932517730102833,1.6094379124341003
272,Barisal,1971,9,33.9,25.5,394.0,87.0,1.8,5.7,4.9,536809.8,510151.9,22.7,90.36,4,1971.09,1.0,5.978885764901122,1.0296194171811581,1.6094379124341003
273,Barisal,1971,10,33.4,24.5,152.0,85.0,1.3,5.3,7.2,536809.8,510151.9,22.7,90.36,4,1971.1,0.0,5.030437921392435,0.832909122935104,1.6094379124341003
274,Barisal,1971,11,30.1,17.7,114.0,80.0,1.0,2.3,9.3,536809.8,510151.9,22.7,90.36,4,1971.11,0.0,4.74493212836325,0.6931471805599453,1.6094379124341003
275,Barisal,1971,12,28.6,13.4,0.0,63.0,0.9,1.7,9.2,536809.8,510151.9,22.7,90.36,4,1971.12,0.0,0.0,0.6418538861723948,1.6094379124341003
276,Barisal,1972,1,28.3,12.1,0.0,77.0,0.5,0.7,9.8,536809.8,510151.9,22.7,90.36,4,1972.01,0.0,0.0,0.4054651081081644,1.6094379124341003
277,Barisal,1972,2,31.4,13.3,58.0,74.0,1.1,1.8,9.6,536809.8,510151.9,22.7,90.36,4,1972.02,0.0,4.07753744390572,0.7419373447293773,1.6094379124341003
278,Barisal,1972,3,35.0,20.4,0.0,72.0,1.3,2.2,9.8,536809.8,510151.9,22.7,90.36,4,1972.03,0.0,0.0,0.832909122935104,1.6094379124341003
279,Barisal,1972,4,37.2,23.7,121.0,77.0,2.0,4.1,9.8,536809.8,510151.9,22.7,90.36,4,1972.04,0.0,4.804021044733257,1.0986122886681098,1.6094379124341003
280,Barisal,1972,5,36.1,26.1,130.0,81.0,2.8,4.3,8.9,536809.8,510151.9,22.7,90.36,4,1972.05,0.0,4.875197323201151,1.33500106673234,1.6094379124341003
281,Barisal,1972,6,36.4,26.1,262.0,85.0,1.8,5.9,6.3,536809.8,510151.9,22.7,90.36,4,1972.06,0.0,5.572154032177765,1.0296194171811581,1.6094379124341003
282,Barisal,1972,7,35.1,26.2,248.0,88.0,1.7,6.4,4.8,536809.8,510151.9,22.7,90.36,4,1972.07,0.0,5.517452896464707,0.9932517730102833,1.6094379124341003
283,Barisal,1972,8,33.4,25.1,458.0,90.0,1.6,6.7,4.4,536809.8,510151.9,22.7,90.36,4,1972.08,1.0,6.129050210060545,0.9555114450274363,1.6094379124341003
284,Barisal,1972,9,34.7,26.0,90.0,84.0,0.6,5.2,8.1,536809.8,510151.9,22.7,90.36,4,1972.09,0.0,4.51085950651685,0.4700036292457356,1.6094379124341003
285,Barisal,1972,10,33.9,23.3,29.0,84.0,0.3,3.0,8.8,536809.8,510151.9,22.7,90.36,4,1972.1,0.0,3.4011973816621555,0.262364264467491,1.6094379124341003
286,Barisal,1972,11,32.6,18.4,0.0,78.0,0.3,2.3,9.6,536809.8,510151.9,22.7,90.36,4,1972.11,0.0,0.0,0.262364264467491,1.6094379124341003
287,Barisal,1972,12,30.9,13.6,0.0,77.0,0.5,0.8,9.8,536809.8,510151.9,22.7,90.36,4,1972.12,0.0,0.0,0.4054651081081644,1.6094379124341003
288,Barisal,1973,1,31.7,12.6,0.0,73.0,0.5,0.4,9.8,536809.8,510151.9,22.7,90.36,4,1973.01,0.0,0.0,0.4054651081081644,1.6094379124341003
289,Barisal,1973,2,33.5,16.3,12.0,72.0,1.1,1.9,9.7,536809.8,510151.9,22.7,90.36,4,1973.02,0.0,2.5649493574615367,0.7419373447293773,1.6094379124341003
290,Barisal,1973,3,36.4,19.1,81.0,74.0,0.7,1.7,9.4,536809.8,510151.9,22.7,90.36,4,1973.03,0.0,4.406719247264253,0.5306282510621704,1.6094379124341003
291,Barisal,1973,4,36.0,25.2,42.0,79.0,2.6,3.7,9.6,536809.8,510151.9,22.7,90.36,4,1973.04,0.0,3.7612001156935624,1.2809338454620642,1.6094379124341003
292,Barisal,1973,5,34.4,24.4,508.0,86.0,1.7,5.3,6.7,536809.8,510151.9,22.7,90.36,4,1973.05,1.0,6.2324480165505225,0.9932517730102833,1.6094379124341003
